Stamp,Using circle,Using arrow,Number of people,Number of people in group,Group radius,Distance to group,Robot within group?,Robot facing group?,Robot work radius,Distance to closest human,Distance to 2nd closest human,Distance to 3rd closest human,Direction to closest human,Direction to 2nd closest human,Direction to 3rd closest human,Direction from closest human to robot,Robot facing closest human?,Robot facing 2nd closest human?,Robot facing 3rd closest human?,Closest human facing robot?,2nd closest human facing robot?,3d closest human facing robot?,Number of children,Distance to closest child,Number of animals,Distance to closest animal,Number of people sitting/laying in sofa?,Music playing?,Number of agents in scene,Vacuum cleaning,Mopping the floor,Carry warm food,Carry cold food,Carry drinks,"Carry small objects (plates, toys)","Carry big objects (tables, chairs)",Cleaning (Picking up stuff) / Starting conversation
251,1.0,0.0,3.0,0.0,50.0,50.0,0.0,0.0,1.479784,2.966638,3.309728,4.480283,112.1825,146.933,117.9969,194.7462,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.480283,0.0,50.0,2.0,0.0,4.0,1.0,2.0,2.0,4.0,4.0,4.0,1.0,4.0
251,1.0,0.0,3.0,0.0,50.0,50.0,0.0,0.0,1.479784,2.966638,3.309728,4.480283,112.1825,146.933,117.9969,194.7462,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.480283,0.0,50.0,2.0,0.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,1.0
251,1.0,0.0,3.0,0.0,50.0,50.0,0.0,0.0,1.479784,2.966638,3.309728,4.480283,112.1825,146.933,117.9969,194.7462,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.480283,0.0,50.0,2.0,0.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0
251,1.0,0.0,3.0,0.0,50.0,50.0,0.0,0.0,1.479784,2.966638,3.309728,4.480283,112.1825,146.933,117.9969,194.7462,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.480283,0.0,50.0,2.0,0.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
251,1.0,0.0,3.0,0.0,50.0,50.0,0.0,0.0,1.479784,2.966638,3.309728,4.480283,112.1825,146.933,117.9969,194.7462,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.480283,0.0,50.0,2.0,0.0,4.0,2.0,2.0,3.0,4.0,4.0,4.0,2.0,2.0
251,1.0,0.0,3.0,0.0,50.0,50.0,0.0,0.0,1.479784,2.966638,3.309728,4.480283,112.1825,146.933,117.9969,194.7462,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.480283,0.0,50.0,2.0,0.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0
251,1.0,0.0,3.0,0.0,50.0,50.0,0.0,0.0,1.479784,2.966638,3.309728,4.480283,112.1825,146.933,117.9969,194.7462,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.480283,0.0,50.0,2.0,0.0,4.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,4.0
251,1.0,0.0,3.0,0.0,50.0,50.0,0.0,0.0,1.479784,2.966638,3.309728,4.480283,112.1825,146.933,117.9969,194.7462,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.480283,0.0,50.0,2.0,0.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0
251,1.0,0.0,3.0,0.0,50.0,50.0,0.0,0.0,1.479784,2.966638,3.309728,4.480283,112.1825,146.933,117.9969,194.7462,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.480283,0.0,50.0,2.0,0.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0
251,1.0,0.0,3.0,0.0,50.0,50.0,0.0,0.0,1.479784,2.966638,3.309728,4.480283,112.1825,146.933,117.9969,194.7462,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.480283,0.0,50.0,2.0,0.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0
251,1.0,0.0,3.0,0.0,50.0,50.0,0.0,0.0,1.479784,2.966638,3.309728,4.480283,112.1825,146.933,117.9969,194.7462,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.480283,0.0,50.0,2.0,0.0,4.0,2.0,2.0,4.0,4.0,4.0,2.0,1.0,2.0
252,1.0,0.0,5.0,4.0,0.5490853,0.0,1.0,1.0,2.934666,0.5490851,0.5490853,0.5490854000000001,124.0,34.0,214.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,50.0,1.0,1.0506469999999999,0.0,0.0,7.0,1.0,1.0,5.0,5.0,5.0,5.0,1.0,4.0
252,1.0,0.0,5.0,4.0,0.5490853,0.0,1.0,1.0,2.934666,0.5490851,0.5490853,0.5490854000000001,124.0,34.0,214.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,50.0,1.0,1.0506469999999999,0.0,0.0,7.0,1.0,1.0,4.0,4.0,5.0,2.0,1.0,1.0
252,1.0,0.0,5.0,4.0,0.5490853,0.0,1.0,1.0,2.934666,0.5490851,0.5490853,0.5490854000000001,124.0,34.0,214.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,50.0,1.0,1.0506469999999999,0.0,0.0,7.0,1.0,1.0,4.0,5.0,3.0,5.0,2.0,4.0
252,1.0,0.0,5.0,4.0,0.5490853,0.0,1.0,1.0,2.934666,0.5490851,0.5490853,0.5490854000000001,124.0,34.0,214.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,50.0,1.0,1.0506469999999999,0.0,0.0,7.0,1.0,1.0,2.0,4.0,4.0,4.0,1.0,3.0
252,1.0,0.0,5.0,4.0,0.5490853,0.0,1.0,1.0,2.934666,0.5490851,0.5490853,0.5490854000000001,124.0,34.0,214.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,50.0,1.0,1.0506469999999999,0.0,0.0,7.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,3.0
252,1.0,0.0,5.0,4.0,0.5490853,0.0,1.0,1.0,2.934666,0.5490851,0.5490853,0.5490854000000001,124.0,34.0,214.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,50.0,1.0,1.0506469999999999,0.0,0.0,7.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0
252,1.0,0.0,5.0,4.0,0.5490853,0.0,1.0,1.0,2.934666,0.5490851,0.5490853,0.5490854000000001,124.0,34.0,214.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,50.0,1.0,1.0506469999999999,0.0,0.0,7.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0
252,1.0,0.0,5.0,4.0,0.5490853,0.0,1.0,1.0,2.934666,0.5490851,0.5490853,0.5490854000000001,124.0,34.0,214.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,50.0,1.0,1.0506469999999999,0.0,0.0,7.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0
252,1.0,0.0,5.0,4.0,0.5490853,0.0,1.0,1.0,2.934666,0.5490851,0.5490853,0.5490854000000001,124.0,34.0,214.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,50.0,1.0,1.0506469999999999,0.0,0.0,7.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,2.0
252,1.0,0.0,5.0,4.0,0.5490853,0.0,1.0,1.0,2.934666,0.5490851,0.5490853,0.5490854000000001,124.0,34.0,214.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,50.0,1.0,1.0506469999999999,0.0,0.0,7.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0
252,1.0,0.0,5.0,4.0,0.5490853,0.0,1.0,1.0,2.934666,0.5490851,0.5490853,0.5490854000000001,124.0,34.0,214.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,50.0,1.0,1.0506469999999999,0.0,0.0,7.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0
253,1.0,0.0,0.0,4.0,0.9231636999999999,2.483733,0.0,0.0,1.042633,1.702936,2.238271,3.005407,166.2454,201.7562,163.9756,140.2311,0.0,0.0,0.0,0.0,1.0,0.0,0.0,50.0,0.0,50.0,0.0,1.0,5.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,3.0
253,1.0,0.0,0.0,4.0,0.9231636999999999,2.483733,0.0,0.0,1.042633,1.702936,2.238271,3.005407,166.2454,201.7562,163.9756,140.2311,0.0,0.0,0.0,0.0,1.0,0.0,0.0,50.0,0.0,50.0,0.0,1.0,5.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0
253,1.0,0.0,0.0,4.0,0.9231636999999999,2.483733,0.0,0.0,1.042633,1.702936,2.238271,3.005407,166.2454,201.7562,163.9756,140.2311,0.0,0.0,0.0,0.0,1.0,0.0,0.0,50.0,0.0,50.0,0.0,1.0,5.0,1.0,1.0,3.0,5.0,5.0,5.0,1.0,3.0
253,1.0,0.0,0.0,4.0,0.9231636999999999,2.483733,0.0,0.0,1.042633,1.702936,2.238271,3.005407,166.2454,201.7562,163.9756,140.2311,0.0,0.0,0.0,0.0,1.0,0.0,0.0,50.0,0.0,50.0,0.0,1.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
253,1.0,0.0,0.0,4.0,0.9231636999999999,2.483733,0.0,0.0,1.042633,1.702936,2.238271,3.005407,166.2454,201.7562,163.9756,140.2311,0.0,0.0,0.0,0.0,1.0,0.0,0.0,50.0,0.0,50.0,0.0,1.0,5.0,2.0,2.0,5.0,5.0,5.0,5.0,2.0,2.0
253,1.0,0.0,0.0,4.0,0.9231636999999999,2.483733,0.0,0.0,1.042633,1.702936,2.238271,3.005407,166.2454,201.7562,163.9756,140.2311,0.0,0.0,0.0,0.0,1.0,0.0,0.0,50.0,0.0,50.0,0.0,1.0,5.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0
253,1.0,0.0,0.0,4.0,0.9231636999999999,2.483733,0.0,0.0,1.042633,1.702936,2.238271,3.005407,166.2454,201.7562,163.9756,140.2311,0.0,0.0,0.0,0.0,1.0,0.0,0.0,50.0,0.0,50.0,0.0,1.0,5.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0
253,1.0,0.0,0.0,4.0,0.9231636999999999,2.483733,0.0,0.0,1.042633,1.702936,2.238271,3.005407,166.2454,201.7562,163.9756,140.2311,0.0,0.0,0.0,0.0,1.0,0.0,0.0,50.0,0.0,50.0,0.0,1.0,5.0,1.0,2.0,3.0,4.0,5.0,4.0,1.0,4.0
253,1.0,0.0,0.0,4.0,0.9231636999999999,2.483733,0.0,0.0,1.042633,1.702936,2.238271,3.005407,166.2454,201.7562,163.9756,140.2311,0.0,0.0,0.0,0.0,1.0,0.0,0.0,50.0,0.0,50.0,0.0,1.0,5.0,1.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0
253,1.0,0.0,0.0,4.0,0.9231636999999999,2.483733,0.0,0.0,1.042633,1.702936,2.238271,3.005407,166.2454,201.7562,163.9756,140.2311,0.0,0.0,0.0,0.0,1.0,0.0,0.0,50.0,0.0,50.0,0.0,1.0,5.0,2.0,3.0,4.0,4.0,5.0,4.0,3.0,3.0
253,1.0,0.0,0.0,4.0,0.9231636999999999,2.483733,0.0,0.0,1.042633,1.702936,2.238271,3.005407,166.2454,201.7562,163.9756,140.2311,0.0,0.0,0.0,0.0,1.0,0.0,0.0,50.0,0.0,50.0,0.0,1.0,5.0,1.0,2.0,4.0,5.0,5.0,5.0,3.0,5.0
254,0.0,1.0,5.0,0.0,50.0,50.0,0.0,0.0,0.0,1.244967,1.717159,2.2042610000000002,191.3206,356.5493,256.5566,286.5517,0.0,1.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,1.8426240000000003,0.0,0.0,7.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0
254,0.0,1.0,5.0,0.0,50.0,50.0,0.0,0.0,0.0,1.244967,1.717159,2.2042610000000002,191.3206,356.5493,256.5566,286.5517,0.0,1.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,1.8426240000000003,0.0,0.0,7.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0
254,0.0,1.0,5.0,0.0,50.0,50.0,0.0,0.0,0.0,1.244967,1.717159,2.2042610000000002,191.3206,356.5493,256.5566,286.5517,0.0,1.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,1.8426240000000003,0.0,0.0,7.0,1.0,1.0,4.0,4.0,4.0,4.0,2.0,4.0
254,0.0,1.0,5.0,0.0,50.0,50.0,0.0,0.0,0.0,1.244967,1.717159,2.2042610000000002,191.3206,356.5493,256.5566,286.5517,0.0,1.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,1.8426240000000003,0.0,0.0,7.0,1.0,1.0,3.0,4.0,4.0,4.0,1.0,5.0
254,0.0,1.0,5.0,0.0,50.0,50.0,0.0,0.0,0.0,1.244967,1.717159,2.2042610000000002,191.3206,356.5493,256.5566,286.5517,0.0,1.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,1.8426240000000003,0.0,0.0,7.0,2.0,2.0,4.0,4.0,4.0,4.0,1.0,4.0
254,0.0,1.0,5.0,0.0,50.0,50.0,0.0,0.0,0.0,1.244967,1.717159,2.2042610000000002,191.3206,356.5493,256.5566,286.5517,0.0,1.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,1.8426240000000003,0.0,0.0,7.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,5.0
254,0.0,1.0,5.0,0.0,50.0,50.0,0.0,0.0,0.0,1.244967,1.717159,2.2042610000000002,191.3206,356.5493,256.5566,286.5517,0.0,1.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,1.8426240000000003,0.0,0.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
254,0.0,1.0,5.0,0.0,50.0,50.0,0.0,0.0,0.0,1.244967,1.717159,2.2042610000000002,191.3206,356.5493,256.5566,286.5517,0.0,1.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,1.8426240000000003,0.0,0.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0
254,0.0,1.0,5.0,0.0,50.0,50.0,0.0,0.0,0.0,1.244967,1.717159,2.2042610000000002,191.3206,356.5493,256.5566,286.5517,0.0,1.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,1.8426240000000003,0.0,0.0,7.0,1.0,1.0,4.0,4.0,4.0,4.0,2.0,4.0
254,0.0,1.0,5.0,0.0,50.0,50.0,0.0,0.0,0.0,1.244967,1.717159,2.2042610000000002,191.3206,356.5493,256.5566,286.5517,0.0,1.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,1.8426240000000003,0.0,0.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
254,0.0,1.0,5.0,0.0,50.0,50.0,0.0,0.0,0.0,1.244967,1.717159,2.2042610000000002,191.3206,356.5493,256.5566,286.5517,0.0,1.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,1.8426240000000003,0.0,0.0,7.0,1.0,1.0,3.0,4.0,4.0,3.0,1.0,5.0
255,0.0,1.0,6.0,3.0,0.8188015999999999,0.0,1.0,1.0,0.0,0.8188015999999999,0.8188018,0.8188018,190.0,310.0,70.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.8348530999999999,0.0,50.0,0.0,0.0,7.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0
255,0.0,1.0,6.0,3.0,0.8188015999999999,0.0,1.0,1.0,0.0,0.8188015999999999,0.8188018,0.8188018,190.0,310.0,70.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.8348530999999999,0.0,50.0,0.0,0.0,7.0,3.0,3.0,2.0,2.0,2.0,4.0,4.0,2.0
255,0.0,1.0,6.0,3.0,0.8188015999999999,0.0,1.0,1.0,0.0,0.8188015999999999,0.8188018,0.8188018,190.0,310.0,70.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.8348530999999999,0.0,50.0,0.0,0.0,7.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,5.0
255,0.0,1.0,6.0,3.0,0.8188015999999999,0.0,1.0,1.0,0.0,0.8188015999999999,0.8188018,0.8188018,190.0,310.0,70.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.8348530999999999,0.0,50.0,0.0,0.0,7.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,4.0
255,0.0,1.0,6.0,3.0,0.8188015999999999,0.0,1.0,1.0,0.0,0.8188015999999999,0.8188018,0.8188018,190.0,310.0,70.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.8348530999999999,0.0,50.0,0.0,0.0,7.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0
255,0.0,1.0,6.0,3.0,0.8188015999999999,0.0,1.0,1.0,0.0,0.8188015999999999,0.8188018,0.8188018,190.0,310.0,70.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.8348530999999999,0.0,50.0,0.0,0.0,7.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0
255,0.0,1.0,6.0,3.0,0.8188015999999999,0.0,1.0,1.0,0.0,0.8188015999999999,0.8188018,0.8188018,190.0,310.0,70.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.8348530999999999,0.0,50.0,0.0,0.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0
255,0.0,1.0,6.0,3.0,0.8188015999999999,0.0,1.0,1.0,0.0,0.8188015999999999,0.8188018,0.8188018,190.0,310.0,70.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.8348530999999999,0.0,50.0,0.0,0.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
255,0.0,1.0,6.0,3.0,0.8188015999999999,0.0,1.0,1.0,0.0,0.8188015999999999,0.8188018,0.8188018,190.0,310.0,70.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.8348530999999999,0.0,50.0,0.0,0.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0
255,0.0,1.0,6.0,3.0,0.8188015999999999,0.0,1.0,1.0,0.0,0.8188015999999999,0.8188018,0.8188018,190.0,310.0,70.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.8348530999999999,0.0,50.0,0.0,0.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
255,0.0,1.0,6.0,3.0,0.8188015999999999,0.0,1.0,1.0,0.0,0.8188015999999999,0.8188018,0.8188018,190.0,310.0,70.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.8348530999999999,0.0,50.0,0.0,0.0,7.0,1.0,1.0,4.0,4.0,4.0,3.0,1.0,5.0
256,0.0,1.0,2.0,3.0,0.9491122,0.0,1.0,1.0,0.0,0.9491120999999999,0.9491120999999999,0.9491122,36.000009999999996,156.0,276.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,1.154996,0.0,50.0,0.0,0.0,6.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0
256,0.0,1.0,2.0,3.0,0.9491122,0.0,1.0,1.0,0.0,0.9491120999999999,0.9491120999999999,0.9491122,36.000009999999996,156.0,276.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,1.154996,0.0,50.0,0.0,0.0,6.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,3.0
256,0.0,1.0,2.0,3.0,0.9491122,0.0,1.0,1.0,0.0,0.9491120999999999,0.9491120999999999,0.9491122,36.000009999999996,156.0,276.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,1.154996,0.0,50.0,0.0,0.0,6.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,2.0
256,0.0,1.0,2.0,3.0,0.9491122,0.0,1.0,1.0,0.0,0.9491120999999999,0.9491120999999999,0.9491122,36.000009999999996,156.0,276.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,1.154996,0.0,50.0,0.0,0.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
256,0.0,1.0,2.0,3.0,0.9491122,0.0,1.0,1.0,0.0,0.9491120999999999,0.9491120999999999,0.9491122,36.000009999999996,156.0,276.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,1.154996,0.0,50.0,0.0,0.0,6.0,2.0,2.0,3.0,4.0,4.0,4.0,2.0,4.0
256,0.0,1.0,2.0,3.0,0.9491122,0.0,1.0,1.0,0.0,0.9491120999999999,0.9491120999999999,0.9491122,36.000009999999996,156.0,276.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,1.154996,0.0,50.0,0.0,0.0,6.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0
256,0.0,1.0,2.0,3.0,0.9491122,0.0,1.0,1.0,0.0,0.9491120999999999,0.9491120999999999,0.9491122,36.000009999999996,156.0,276.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,1.154996,0.0,50.0,0.0,0.0,6.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,5.0
256,0.0,1.0,2.0,3.0,0.9491122,0.0,1.0,1.0,0.0,0.9491120999999999,0.9491120999999999,0.9491122,36.000009999999996,156.0,276.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,1.154996,0.0,50.0,0.0,0.0,6.0,1.0,1.0,3.0,4.0,4.0,3.0,1.0,5.0
256,0.0,1.0,2.0,3.0,0.9491122,0.0,1.0,1.0,0.0,0.9491120999999999,0.9491120999999999,0.9491122,36.000009999999996,156.0,276.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,1.154996,0.0,50.0,0.0,0.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0
256,0.0,1.0,2.0,3.0,0.9491122,0.0,1.0,1.0,0.0,0.9491120999999999,0.9491120999999999,0.9491122,36.000009999999996,156.0,276.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,1.154996,0.0,50.0,0.0,0.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
