features5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Stamp;File Path;Using circle;Using arrow;Number of people;Number of people in group;Group radius;Distance to group;Robot within group?;Robot facing group?;Robot work radius;Distance to closest human;Distance to 2nd closest human;Distance to 3rd closest human;Direction to closest human;Direction to 2nd closest human;Direction to 3rd closest human;Direction from closest human to robot;Robot facing closest human?;Robot facing 2nd closest human?;Robot facing 3rd closest human?;Closest human facing robot?;2nd closest human facing robot?;3d closest human facing robot?;Number of children;Distance to closest child;Number of animals;Distance to closest animal;Number of people sitting/laying in sofa?;Music playing?;Number of agents in scene;PosRot1;PosRot2;PosRot3;PosRot4;PosRot5;PosRot6;PosRot7;PosRot8;PosRot9;PosRot10;PosRot11;PosRotPepper;
360;data/screenshots/360_1_0_4_3_0.7601181_3.884509_0_0_2.777856_1.236772_3.124391_4.315018_339.1758_179.9987_188.7756_263.1702_1_0_0_0_0_0_0_50_0_0_5.png;1;0;4;3;0.7601181;3.884509;0;0;2.777856;1.236772;3.124391;4.315018;339.1758;179.9987;188.7756;263.1702;1;0;0;0;0;0;0;50;0;50;0;0;5;(-7.5, -0.9, -0.7) (0.0, 1.0, 0.0, 0.0);(-6.8, -0.9, -1.9) (0.0, -0.5, 0.0, 0.9);(-8.2, -0.9, -1.9) (0.0, 0.5, 0.0, 0.9);(-2.9, -0.9, -3.6) (0.0, 0.1, 0.0, 1.0);_;_;_;_;_;_;_;(-4.1, -0.9, -3.4) (0.0, -0.9, 0.0, -0.5);
361;data/screenshots/361_0_1_0_3_0.6032777_0_1_1_0_0.6032776_0.6032777_0.6032778_187_307_67.00002_0_0_0_0_1_1_0_0_50_0_0_4.png;0;1;0;3;0.6032777;0;1;1;0;0.6032776;0.6032777;0.6032778;187;307;67.00002;0;0;0;0;1;1;0;0;50;0;50;0;0;4;(-5.5, -0.9, -3.4) (0.0, 1.0, 0.0, 0.0);(-5.0, -0.9, -4.3) (0.0, -0.5, 0.0, 0.9);(-6.0, -0.9, -4.3) (0.0, 0.5, 0.0, 0.9);_;_;_;_;_;_;_;_;(-5.5, -0.9, -4.0) (0.0, 0.4, 0.0, 0.9);
362;data/screenshots/362_1_0_5_0_50_50_1_0_2.891796_1.705137_3.264783_4.281201_301.7199_6.955124_29.08005_173.7199_0_1_1_0_0_0_0_50_0_0_6.png;1;0;5;0;50;50;1;0;2.891796;1.705137;3.264783;4.281201;301.7199;6.955124;29.08005;173.7199;0;1;1;0;0;0;0;50;0;50;0;0;6;(-8.1, -0.9, -2.3) (0.0, 0.6, 0.0, -0.8);(-5.8, -0.9, -3.4) (0.0, 0.9, 0.0, 0.5);(-2.9, -0.9, -3.8) (0.0, 1.0, 0.0, -0.1);(-7.1, -0.9, -1.0) (0.0, 0.8, 0.0, 0.6);(-7.1, -0.9, -2.2) (0.0, 0.6, 0.0, -0.8);_;_;_;_;_;_;(-2.8, -0.9, -2.1) (0.0, -0.9, 0.0, 0.5);
363;data/screenshots/363_0_1_2_0_50_50_1_0_0_1.23161_1.251828_50_43.26645_84.47498_1000_197.3465_1_0_0_0_0_0_0_50_0_0_3.png;0;1;2;0;50;50;1;0;0;1.23161;1.251828;50;43.26645;84.47498;1000;197.3465;1;0;0;0;0;0;0;50;0;50;0;1;3;(-3.0, -0.9, -2.4) (0.0, 0.3, 0.0, -1.0);(-3.8, -0.9, -2.8) (0.0, 0.5, 0.0, -0.8);_;_;_;_;_;_;_;_;_;(-2.9, -0.9, -3.6) (0.0, -0.7, 0.0, 0.7);
364;data/screenshots/364_1_0_1_0_50_50_1_0_1.617049_3.468656_50_50_190.063_1000_1000_248.4095_0_0_0_0_0_0_0_50_1_0_3.png;1;0;1;0;50;50;1;0;1.617049;3.468656;50;50;190.063;1000;1000;248.4095;0;0;0;0;0;0;0;50;1;4.391791;0;0;3;(-6.3, -0.9, -3.3) (0.0, 0.6, 0.0, 0.8);_;_;_;_;_;_;_;_;_;(-5.5, -0.9, -3.8) (0.0, 0.8, 0.0, -0.6);(-8.4, -0.9, -0.6) (0.0, -0.4, 0.0, 0.9);
365;data/screenshots/365_0_1_5_0_50_50_1_0_0_1.302471_1.722556_2.89091_175.681_159.2587_109.7129_259.0905_0_0_0_0_0_0_0_50_0_0_6.png;0;1;5;0;50;50;1;0;0;1.302471;1.722556;2.89091;175.681;159.2587;109.7129;259.0905;0;0;0;0;0;0;0;50;0;50;0;0;6;(-4.4, -0.9, -1.8) (0.0, 0.9, 0.0, -0.3);(-6.0, -0.9, -5.1) (0.0, 0.3, 0.0, -1.0);(-3.8, -0.9, -1.7) (0.0, 0.9, 0.0, -0.5);(-5.7, -0.9, -3.6) (0.0, 0.4, 0.0, -0.9);(-7.0, -0.9, -0.8) (0.0, 0.7, 0.0, 0.7);_;_;_;_;_;_;(-3.0, -0.9, -2.7) (0.0, 0.9, 0.0, 0.3);
366;data/screenshots/366_1_0_1_0_50_50_1_0_1.181831_1.70841_50_50_42.35608_1000_1000_308.4785_1_0_0_0_0_0_0_50_1_0_3.png;1;0;1;0;50;50;1;0;1.181831;1.70841;50;50;42.35608;1000;1000;308.4785;1;0;0;0;0;0;0;50;1;4.787001;0;0;3;(-6.4, -0.9, -4.4) (0.0, 1.0, 0.0, 0.1);_;_;_;_;_;_;_;_;_;(-8.2, -0.9, -1.7) (0.0, 0.6, 0.0, -0.8);(-4.9, -0.9, -5.1) (0.0, -0.8, 0.0, 0.6);
367;data/screenshots/367_0_1_8_0_50_50_1_0_0_1.748001_2.180294_2.665069_192.0176_221.2262_223.3962_50.49609_0_0_0_0_0_0_2_1.748001_1_0_10.png;0;1;8;0;50;50;1;0;0;1.748001;2.180294;2.665069;192.0176;221.2262;223.3962;50.49609;0;0;0;0;0;0;2;1.748001;1;3.181336;0;0;10;(-7.5, -0.9, -2.3) (0.0, 0.8, 0.0, 0.6);(-3.1, -0.9, -3.5) (0.0, 0.8, 0.0, 0.7);(-3.2, -0.9, -3.0) (0.0, 0.2, 0.0, -1.0);(-5.4, -0.9, -5.0) (0.0, 0.0, 0.0, -1.0);(-2.7, -0.9, -3.3) (0.0, 0.5, 0.0, 0.9);(-3.8, -0.9, -3.7) (0.0, 0.8, 0.0, -0.6);_;_;(-6.6, -0.9, -3.6) (0.0, 0.3, 0.0, 0.9);(-2.7, -0.9, -2.0) (0.0, 0.8, 0.0, -0.6);(-4.3, -0.9, -4.2) (0.0, 0.9, 0.0, 0.4);(-4.1, -0.9, -1.0) (0.0, -0.5, 0.0, 0.8);
368;data/screenshots/368_0_1_3_0_50_50_1_0_0_0.8946131_1.201716_2.955252_256.8527_108.1219_144.3939_235.3488_0_0_0_0_0_0_0_50_0_0_4.png;0;1;3;0;50;50;1;0;0;0.8946131;1.201716;2.955252;256.8527;108.1219;144.3939;235.3488;0;0;0;0;0;0;0;50;0;50;0;0;4;(-5.9, -0.9, -3.5) (0.0, 0.8, 0.0, 0.6);(-4.0, -0.9, -4.2) (0.0, 1.0, 0.0, -0.2);(-2.6, -0.9, -2.7) (0.0, 0.3, 0.0, -1.0);_;_;_;_;_;_;_;_;(-3.0, -0.9, -3.5) (0.0, 0.9, 0.0, 0.5);
369;data/screenshots/369_0_1_3_0_50_50_1_0_0_1.96297_3.408505_4.629069_38.56046_78.25281_94.39275_352.6016_1_0_0_1_0_0_0_50_0_1_4.png;0;1;3;0;50;50;1;0;0;1.96297;3.408505;4.629069;38.56046;78.25281;94.39275;352.6016;1;0;0;1;0;0;0;50;0;50;1;0;4;(-3.2, -0.9, -3.3) (0.0, 0.5, 0.0, 0.9);(-4.0, -0.9, -1.8) (0.0, 0.6, 0.0, -0.8);_;_;_;_;(-5.7, -0.3, -0.3) (0.0, -0.7, 0.0, 0.7);_;_;_;_;(-7.3, -0.9, -1.1) (0.0, 0.2, 0.0, 1.0);
370;data/screenshots/370_1_0_2_0_50_50_1_0_0.9594782_1.028335_6.167011_50_316.9317_245.2667_1000_3.840942_0_0_0_1_0_0_0_50_1_0_4.png;1;0;2;0;50;50;1;0;0.9594782;1.028335;6.167011;50;316.9317;245.2667;1000;3.840942;0;0;0;1;0;0;0;50;1;4.220169;0;0;4;(-8.1, -0.9, -0.3) (0.0, 0.6, 0.0, 0.8);(-2.8, -0.9, -3.1) (0.0, 1.0, 0.0, -0.1);_;_;_;_;_;_;_;_;(-7.0, -0.9, -2.2) (0.0, 0.4, 0.0, 0.9);(-3.2, -0.9, -4.0) (-0.1, 0.5, 0.1, 0.8);
371;data/screenshots/371_1_0_0_0_50_50_1_0_1.365196_50_50_50_1000_1000_1000_1000_0_0_0_0_0_0_0_50_0_0_1.png;1;0;0;0;50;50;1;0;1.365196;50;50;50;1000;1000;1000;1000;0;0;0;0;0;0;0;50;0;50;0;0;1;_;_;_;_;_;_;_;_;_;_;_;(-4.0, -0.9, -2.7) (0.0, 0.2, 0.0, 1.0);
372;data/screenshots/372_1_0_0_0_50_50_1_0_2.970743_50_50_50_1000_1000_1000_1000_0_0_0_0_0_0_0_50_1_0_2.png;1;0;0;0;50;50;1;0;2.970743;50;50;50;1000;1000;1000;1000;0;0;0;0;0;0;0;50;1;2.055887;0;0;2;_;_;_;_;_;_;_;_;_;_;(-3.0, -0.9, -3.3) (0.0, 0.9, 0.0, -0.3);(-5.0, -0.9, -3.6) (0.0, 0.2, 0.0, 1.0);
373;data/screenshots/373_1_0_3_0_50_50_1_0_2.04883_1.964948_2.776022_2.897242_127.7109_98.59113_128.9404_3.55188_0_0_0_1_0_0_0_50_0_0_4.png;1;0;3;0;50;50;1;0;2.04883;1.964948;2.776022;2.897242;127.7109;98.59113;128.9404;3.55188;0;0;0;1;0;0;0;50;0;50;0;0;4;(-5.8, -0.9, -4.7) (0.0, 1.0, 0.0, 0.2);(-6.3, -0.9, -3.9) (0.0, 0.3, 0.0, -0.9);(-4.9, -0.9, -3.5) (0.0, 0.8, 0.0, 0.6);_;_;_;_;_;_;_;_;(-7.4, -0.9, -2.2) (0.0, 0.2, 0.0, 1.0);
374;data/screenshots/374_0_1_3_0_50_50_1_0_0_0.823949_2.811121_2.986394_226.343_335.0748_296.5285_251.7751_0_1_0_0_0_0_0_50_0_2_4.png;0;1;3;0;50;50;1;0;0;0.823949;2.811121;2.986394;226.343;335.0748;296.5285;251.7751;0;1;0;0;0;0;0;50;0;50;2;0;4;(-8.3, -0.9, -1.2) (0.0, 0.7, 0.0, -0.7);_;_;_;_;_;(-5.7, -0.3, -0.3) (0.0, -0.7, 0.0, 0.7);(-5.3, -0.7, -2.1) (0.0, -0.8, 0.0, 0.7);_;_;_;(-8.1, -0.9, -2.0) (0.0, 0.9, 0.0, 0.5);
375;data/screenshots/375_0_1_0_0_50_50_1_0_0_50_50_50_1000_1000_1000_1000_0_0_0_0_0_0_0_50_1_0_2.png;0;1;0;0;50;50;1;0;0;50;50;50;1000;1000;1000;1000;0;0;0;0;0;0;0;50;1;2.929438;0;0;2;_;_;_;_;_;_;_;_;_;_;(-6.4, -0.9, -4.2) (0.0, 0.2, 0.0, 1.0);(-7.4, -0.9, -1.4) (0.0, 0.7, 0.0, 0.7);
376;data/screenshots/376_1_0_5_0_50_50_1_0_2.593109_0.5167189_0.7878529_4.672682_253.1138_155.1681_206.4025_86.62071_0_0_0_0_1_0_0_50_1_0_7.png;1;0;5;0;50;50;1;0;2.593109;0.5167189;0.7878529;4.672682;253.1138;155.1681;206.4025;86.62071;0;0;0;0;1;0;0;50;1;5.877455;0;0;7;(-7.9, -0.9, -1.4) (0.0, 0.1, 0.0, -1.0);(-7.1, -0.9, -1.9) (0.0, 0.7, 0.0, -0.7);(-3.2, -0.9, -3.7) (0.0, 0.6, 0.0, 0.8);(-8.0, -0.9, -0.4) (0.0, 0.9, 0.0, 0.4);(-3.8, -0.9, -4.5) (0.0, 0.3, 0.0, 1.0);_;_;_;_;_;(-7.4, -0.9, -0.3) (0.0, 0.9, 0.0, -0.3);(-3.0, -0.9, -4.2) (0.0, 0.7, 0.0, 0.7);
377;data/screenshots/377_1_0_5_0_50_50_1_0_1.239787_0.4449009_1.008236_1.206822_162.747_106.6118_329.643_11.42206_0_0_1_1_1_0_0_50_1_0_7.png;1;0;5;0;50;50;1;0;1.239787;0.4449009;1.008236;1.206822;162.747;106.6118;329.643;11.42206;0;0;1;1;1;0;0;50;1;4.672201;0;1;7;(-7.5, -0.9, -0.3) (0.0, 1.0, 0.0, 0.3);(-3.2, -0.9, -2.7) (0.0, 0.9, 0.0, 0.4);(-2.8, -0.9, -2.2) (0.0, 1.0, 0.0, 0.2);(-2.8, -0.9, -3.4) (0.0, 0.9, 0.0, -0.3);(-3.9, -0.9, -4.6) (0.0, 0.9, 0.0, 0.5);_;_;_;_;_;(-7.3, -0.9, -1.7) (0.0, 0.4, 0.0, -0.9);(-3.1, -0.9, -3.7) (0.0, -0.8, 0.0, 0.6);
378;data/screenshots/378_1_0_5_0_50_50_1_0_1.47565_1.43321_3.14674_3.236312_128.906_6.158707_55.49672_37.22408_0_1_0_1_0_0_0_50_0_0_6.png;1;0;5;0;50;50;1;0;1.47565;1.43321;3.14674;3.236312;128.906;6.158707;55.49672;37.22408;0;1;0;1;0;0;0;50;0;50;0;0;6;(-4.3, -0.9, -1.0) (0.0, 0.9, 0.0, 0.4);(-7.2, -0.9, -2.2) (0.0, 0.1, 0.0, 1.0);(-6.1, -0.9, -4.7) (0.0, 0.9, 0.0, -0.5);(-7.6, -0.9, -1.0) (0.0, 0.9, 0.0, 0.4);(-8.1, -0.9, -2.2) (0.0, 1.0, 0.0, -0.1);_;_;_;_;_;_;(-3.9, -0.9, -2.4) (0.0, 0.9, 0.0, -0.3);
379;data/screenshots/379_1_0_0_0_50_50_1_0_1.508209_50_50_50_1000_1000_1000_1000_0_0_0_0_0_0_0_50_0_0_1.png;1;0;0;0;50;50;1;0;1.508209;50;50;50;1000;1000;1000;1000;0;0;0;0;0;0;0;50;0;50;0;0;1;_;_;_;_;_;_;_;_;_;_;_;(-2.8, -0.9, -2.6) (0.0, 0.9, 0.0, -0.4);
380;data/screenshots/380_0_1_2_0_50_50_1_0_0_1.435192_3.812156_50_119.1633_58.07745_1000_324.64_0_0_0_1_0_0_0_50_0_0_3.png;0;1;2;0;50;50;1;0;0;1.435192;3.812156;50;119.1633;58.07745;1000;324.64;0;0;0;1;0;0;0;50;0;50;0;0;3;(-6.5, -0.9, -3.2) (0.0, 1.0, 0.0, 0.2);(-3.2, -0.9, -2.5) (0.0, 1.0, 0.0, -0.2);_;_;_;_;_;_;_;_;_;(-2.8, -0.9, -3.9) (0.0, 0.9, 0.0, -0.4);
381;data/screenshots/381_1_0_4_0_50_50_1_0_2.439032_1.409459_1.627128_1.852385_147.8912_167.0477_153.8524_33.53125_0_0_0_1_0_0_0_50_0_0_5.png;1;0;4;0;50;50;1;0;2.439032;1.409459;1.627128;1.852385;147.8912;167.0477;153.8524;33.53125;0;0;0;1;0;0;0;50;0;50;0;0;5;(-2.9, -0.9, -3.4) (0.0, 0.7, 0.0, -0.7);(-3.2, -0.9, -3.9) (0.0, 0.3, 0.0, 1.0);(-8.0, -0.9, -0.7) (0.0, 0.4, 0.0, -0.9);(-2.7, -0.9, -3.9) (0.0, 0.9, 0.0, -0.5);_;_;_;_;_;_;_;(-4.0, -0.9, -2.5) (0.0, -0.2, 0.0, 1.0);
382;data/screenshots/382_1_0_6_0_50_50_1_0_1.855496_0.7721661_0.9019514_1.603177_345.0024_65.31374_30.7476_61.4949_1_0_1_0_0_1_0_50_1_0_8.png;1;0;6;0;50;50;1;0;1.855496;0.7721661;0.9019514;1.603177;345.0024;65.31374;30.7476;61.4949;1;0;1;0;0;1;0;50;1;5.343786;0;0;8;(-6.5, -0.9, -3.6) (0.0, 0.5, 0.0, 0.8);(-7.0, -0.9, -1.2) (0.0, 0.9, 0.0, -0.5);(-8.0, -0.9, -1.7) (0.0, 0.6, 0.0, 0.8);(-3.0, -0.9, -3.8) (0.0, 0.4, 0.0, 0.9);(-4.3, -0.9, -0.4) (0.0, 0.8, 0.0, -0.6);(-7.3, -0.9, -2.4) (0.0, 0.0, 0.0, -1.0);_;_;_;_;(-2.7, -0.9, -2.6) (0.0, 0.9, 0.0, 0.5);(-7.7, -0.9, -0.8) (0.0, 0.9, 0.0, 0.4);
383;data/screenshots/383_0_1_3_0_50_50_1_0_0_0.8817273_2.287047_3.376169_10.65683_7.721527_56.94788_42.89691_1_1_0_1_1_0_1_3.376169_0_0_4.png;0;1;3;0;50;50;1;0;0;0.8817273;2.287047;3.376169;10.65683;7.721527;56.94788;42.89691;1;1;0;1;1;0;1;3.376169;0;50;0;0;4;(-3.9, -0.9, -3.5) (0.0, 0.5, 0.0, 0.9);(-4.1, -0.9, -2.1) (0.0, 0.4, 0.0, -0.9);_;_;_;_;_;_;(-6.4, -0.9, -3.6) (0.0, 0.7, 0.0, 0.7);_;_;(-4.1, -0.9, -1.2) (0.0, 1.0, 0.0, 0.1);
384;data/screenshots/384_0_1_7_3_0.8755832_0_1_1_0_0.8755828_0.8755832_0.8755833_154_274_34.00001_0_0_0_1_1_1_0_2_3.063999_0_0_8.png;0;1;7;3;0.8755832;0;1;1;0;0.8755828;0.8755832;0.8755833;154;274;34.00001;0;0;0;1;1;1;0;2;3.063999;0;50;0;0;8;(-7.5, -0.9, -0.6) (0.0, 1.0, 0.0, 0.0);(-6.7, -0.9, -1.9) (0.0, -0.5, 0.0, 0.9);(-8.3, -0.9, -1.9) (0.0, 0.5, 0.0, 0.9);(-3.8, -0.9, -3.2) (0.0, 0.3, 0.0, -1.0);(-4.2, -0.9, -3.4) (0.0, 0.5, 0.0, 0.9);_;_;_;(-6.5, -0.9, -4.4) (0.0, 0.9, 0.0, -0.5);(-6.0, -0.9, -5.0) (0.0, 0.6, 0.0, -0.8);_;(-7.5, -0.9, -1.5) (0.0, 0.7, 0.0, 0.7);
385;data/screenshots/385_0_1_5_0_50_50_1_0_0_0.888779_1.04828_1.584443_229.6106_186.2807_259.921_235.6106_0_0_0_0_1_1_0_50_0_0_6.png;0;1;5;0;50;50;1;0;0;0.888779;1.04828;1.584443;229.6106;186.2807;259.921;235.6106;0;0;0;0;1;1;0;50;0;50;0;0;6;(-2.9, -0.9, -2.5) (0.0, 0.7, 0.0, 0.7);(-5.1, -0.9, -4.0) (0.0, 0.1, 0.0, 1.0);(-3.0, -0.9, -3.3) (0.0, 0.5, 0.0, 0.9);(-2.8, -0.9, -4.2) (0.0, 0.1, 0.0, -1.0);(-8.2, -0.9, -0.7) (0.0, 1.0, 0.0, 0.0);_;_;_;_;_;_;(-3.8, -0.9, -3.0) (0.0, 0.9, 0.0, -0.5);
386;data/screenshots/386_0_1_5_0_50_50_1_0_0_4.158311_5.383602_5.739617_329.9514_351.6566_329.3692_89.87238_1_1_1_0_0_0_0_50_0_0_6.png;0;1;5;0;50;50;1;0;0;4.158311;5.383602;5.739617;329.9514;351.6566;329.3692;89.87238;1;1;1;0;0;0;0;50;0;50;0;0;6;(-4.1, -0.9, -3.7) (0.0, 0.9, 0.0, -0.5);(-2.6, -0.9, -2.8) (0.0, 0.8, 0.0, 0.6);(-2.8, -0.9, -4.2) (0.0, 1.0, 0.0, 0.1);(-4.3, -0.9, -1.5) (0.0, 1.0, 0.0, -0.2);(-2.8, -0.9, -2.0) (0.0, 0.7, 0.0, 0.7);_;_;_;_;_;_;(-8.2, -0.9, -0.1) (0.0, 0.9, 0.0, 0.3);
387;data/screenshots/387_0_1_3_0_50_50_1_0_0_1.270636_3.127012_3.276905_264.3759_248.0048_222.9046_84.19478_0_0_0_0_0_0_0_50_0_2_4.png;0;1;3;0;50;50;1;0;0;1.270636;3.127012;3.276905;264.3759;248.0048;222.9046;84.19478;0;0;0;0;0;0;0;50;0;50;2;0;4;(-7.1, -0.9, -0.4) (0.0, 0.6, 0.0, 0.8);_;_;_;_;_;(-5.7, -0.3, -0.3) (0.0, -0.7, 0.0, 0.7);(-5.3, -0.7, -2.1) (0.0, -0.8, 0.0, 0.7);_;_;_;(-5.6, -0.9, -3.3) (0.0, 0.8, 0.0, 0.6);
